DRI Number,Project Name,Water Usage,County,Cleaned Water Usage Data,Water Discharge Data,Cleaned Water Discharge Data,Contains 'data center'?,Current Status,Data Center?
2002,Foster Glen,.036,Gordon,.036,.035,.035,0,Completed,TBD
2001,Haralson County C & D Landfill,0 - fire protection only,Haralson,0 - fire protection only,No water data,No water data,0,Completed,TBD
1999,"Johns Creek Walk, Phase II","86,567 gpd",Fulton,"86,567 gpd","86,567 gpd","86,567 gpd",0,Completed,TBD
1998,Heat Craft Refrigeration Products Expansion,per chris bromlow - .25 mgd,Tift,per chris bromlow - .25,per chris bromlow - .25 mgd,per chris bromlow - .25,0,Completed,TBD
1997,Fitzgerald Municipal Airport Expansion,No water data,Ben Hill,No water data,No water data,No water data,0,Terminated,TBD
1995,Warehouse Rentals of Georgia,to be determined by tifton/tift county water/wastewater,Tift,to be determined by tifton/tift county water/wastewater,to be determined by tift county health department,to be determined by tift county health department,0,Withdrawn,TBD
1993,Cobb-West Township,No water data,Cobb,No water data,No water data,No water data,0,Withdrawn,TBD
1989,Run Way Extension for Brooks County Airport,No water data,Brooks,No water data,No water data,No water data,0,Terminated,TBD
1986,Bird Lane,No water data,Bulloch,No water data,No water data,No water data,0,Withdrawn,TBD
1983,University Summit At Pilgrim Mill,No water data,Forsyth,No water data,No water data,No water data,0,Withdrawn,TBD
1980,Kingsland Business Park,.011,Camden,.011,.009,.009,0,Completed,TBD
1979,North Berrien Industrial Park,l million,Berrien,l million,undetermined,undetermined,0,Completed,TBD
1978,Blackshear-Pierce County Industrial Park Water & Sewer,No water data,Pierce,No water data,No water data,No water data,0,Terminated,TBD
1977,Douglas Place,.377,Douglas,.377,.272,.272,0,Withdrawn,TBD
1974,McClure Crossing,.075 mgd,Stephens,.075,.075 mgd,.075,0,Completed,TBD
1972,"Transfer East, LLC - Solid Waste Transfer Facility",0.0023 mgd,Gwinnett,0.0023,0.002 mgd,0.002,0,Completed,TBD
1971,Waste Management Superior Landfill Expansion,No water data,Chatham,No water data,No water data,No water data,0,Terminated,TBD
1970,"Mixed Use Development District for Four A International LLC, Corner Market LLC, and Almand Creek LLC.","72,073.22 mgpd",Rockdale,"72,073.22","162,750 mgpd","162,750",0,Completed,TBD
1969,Deloach Family Annexation,0.1725 mgd,Bulloch,0.1725,0.1725 mgd,0.1725,0,Completed,TBD
1967,Gainesville Business Park,"15,000 gallons per day",Hall,"15,000 gallons per day","15,000 gallons per day","15,000 gallons per day",1,Completed,TBD
1966,Founder's Pond at Rivoli,.26mgd,Bibb,.26mgd,.21mgd,.21mgd,0,Completed,TBD
1965,The Landing at Crooked River,No water data,Camden,No water data,No water data,No water data,0,Withdrawn,TBD
1963,The Commons at Big Creek,0.324 mgd,Forsyth,0.324,0.282 mgd,0.282,0,Completed,TBD
1962,Venable Hall,0.77,Forsyth,0.77,0.539,0.539,0,Completed,TBD
1961,Riverview Business Park - Phase II,0.46 mgd,Butts,0.46,0.355 mgd,0.355,0,Completed,TBD
1960,PARALLEL TAXIWAY EXTENSION,none,Bacon,none,none,none,0,Terminated,TBD
1958,Meadowlands,0.153 mgd,Oconee,0.153,0.147 mgd,0.147,0,Completed,TBD
1957,Belfast Industrial,0.59 mgd,Bryan,0.59,049.mgd,049.,0,Completed,TBD
1955,Wesley Greenwood,No water data,Henry,No water data,No water data,No water data,0,Withdrawn,TBD
1953,(Georgia Power) Plant Branch Private Industrial Solid Waste DisposalFacility,No water data,Putnam,No water data,No water data,No water data,0,Completed,TBD
1952,The Heritage,No water data,Effingham,No water data,No water data,No water data,0,Terminated,TBD
1950,Gwinnett Stadium Mixed Use,0.427 mgd,Gwinnett,0.427,0.371 mgd,0.371,0,Completed,TBD
1949,Toyoko Inn,0.0825 mgd,Fulton,0.0825,0.066 mgd,0.066,0,Completed,TBD
1948,Cane Creek,0.960 mgd,Hall,0.960,0.874 mgd,0.874,0,Completed,TBD
1946,Jelks Tract Planned Unit Development District,5.6 mgd,Liberty,5.6,4.7 mgd,4.7,0,Completed,TBD
1944,"Biotran, Inc.",0 mgd,Newton,0,No water data,No water data,0,Completed,TBD
1941,Shackleford Road Solid Waste Transfer Station,.0001 mgd per developer,Gwinnett,.0001,.0001 mgd per developer,.0001,0,Completed,TBD
1940,Waste Management Recycling Center,.003 mgd per developer,Gwinnett,.003,.003 mgd per developer,.003,0,Completed,TBD
1939,Perimeter Park,0.19 mgd,DeKalb,0.19,0.17 mgd,0.17,0,Completed,TBD
1938,Highland Place Apartments,.05 mgd,Colquitt,.05,.05mgd,.05mgd,0,Completed,TBD
1936,Ratcliffe Tract 14 PD,0.194 mgd at build out,Glynn,0.194,0.169,0.169,0,Completed,TBD
1935,Expansion of Water Reclamation Facility,0,Jackson,0,0,0,0,Completed,TBD
1934,Walker Ridge,.2 mgd,Bartow,.2,.2mgd,.2mgd,0,Completed,TBD
1933,Riverview,0.127 mgd,Cobb,0.127,0.111 mgd,0.111,0,Completed,TBD
1932,1200 Foster Street,~0.165 mgd,Fulton,~0.165,~0.124 mgd,~0.124,0,Completed,TBD
1931,Summit Jodeco,0.16 mgd,Henry,0.16,0.16 mgd,0.16,0,Withdrawn,TBD
1930,King's Grant,0.112 mgd,Camden,0.112,.112 mgd,.112,0,Terminated,TBD
1929,Wallin Concrete Batch Plant,No water data,Liberty,No water data,No water data,No water data,0,Withdrawn,TBD
1927,Whitesville Station,.1 mgd,Troup,.1,.05 mgd,.05,0,Withdrawn,TBD
1926,Auburn Station,0.293,Barrow,0.293,0.261,0.261,0,Completed,TBD
1925,SARDIS CHURCH ROAD LIGHT INDUSTRIAL DEVELOPMENT,No water data,Gwinnett,No water data,No water data,No water data,0,Withdrawn,TBD
1924,SKC Project,"0.04 mgds at full build-out (1,000 gpd/10,000 sf)",Newton,"0.04 mgds at full build-out (1,000 gpd/10,000 sf)",0.04 mgd at full build-out,0.04,0,Completed,TBD
1923,Auburn Station,No water data,Barrow,No water data,No water data,No water data,0,Terminated,TBD
1922,Auburn Station,No water data,Barrow,No water data,No water data,No water data,0,Terminated,TBD
1917,"Putnam Properties Holdings, LLC","1,405,300 gpd",Putnam,"1,405,300 gpd","1,222,000","1,222,000",0,Completed,TBD
1913,Gables North Druid Hills,No water data,DeKalb,No water data,No water data,No water data,0,Terminated,TBD
1912,Jefferson Commerce Center,0.03 mgd,Jackson,0.03,0.026 mgd,0.026,0,Completed,TBD
1911,Friendship Road Tract,"0.178025 (178,025 gpd)",Gwinnett,"0.178025 (178,025 gpd)","0.161840 (161,840 gpd)","0.161840 (161,840 gpd)",0,Completed,TBD
1910,"Schuetz Container Systems, Inc.",.0075mgd ; 7500 gpd,Barrow,.0075mgd ; 7500 gpd,.0075mgd,.0075mgd,0,Completed,TBD
1909,777 Memorial Drive,0.12 mgd,Fulton,0.12,0.10 mgd,0.10,0,Completed,TBD
1907,Matt Green,.309 mgd,Forsyth,.309,.269 mgd,.269,0,Completed,TBD
1905,Cabin Bluff,15.226 mgd,Camden,15.226,9.949 mgd,9.949,0,Completed,TBD
1904,Magnolia Golf Preserve,0.75mgd,Brantley,0.75mgd,0.75mgd,0.75mgd,0,Completed,TBD
1902,Newnan Crossing East,0.28 mgd,Coweta,0.28,0.28,0.28,0,Completed,TBD
1900,Southern Trace Apartments,No water data,Fulton,No water data,No water data,No water data,0,Withdrawn,TBD
1898,Village Capital Partners Redevelopment,0.26 mgd,Fulton,0.26,0.21 mgd,0.21,0,Completed,TBD
1896,Summerville,0.10522,Clarke,0.10522,0.0914,0.0914,0,Completed,TBD
1893,Elite Concrete,.0010 estimated mgd,Long,.0010 estimated,estimated at .00005 mgd,estimated at .00005,0,Terminated,TBD
1892,Buckingham Plantation,0.07 mgd,Effingham,0.07,0.07 mgd,0.07,0,Completed,TBD
1890,Buckhorn Development,0.28 mgd,Lumpkin,0.28,0.28,0.28,0,Completed,TBD
1889,TEST - please disregard,No water data,DeKalb,No water data,No water data,No water data,0,Withdrawn,TBD
1887,Jackson Park,232kgd,Jackson,232kgd,72kgd,72kgd,0,Completed,TBD
1886,Emory Healthcare Druid Hills Expansion,0.22 mgd,DeKalb,0.22,0.17 mgd,0.17,0,Completed,TBD
1885,Big Creek,0.14 mgd,Gwinnett,0.14,0.12 mgd,0.12,0,Completed,TBD
1884,Coastal Concrete Hinesville Plant,.0075 mgd,Long,.0075,estimated at .00005 mgd,estimated at .00005,0,Terminated,TBD
1882,Cherokee Brick & Tile Co. - Mine Expansion,No water data,Bibb,No water data,No water data,No water data,0,Terminated,TBD
1881,The Market Place,.41 mgd,Chatham,.41,0.33 mgd,0.33,0,Completed,TBD
1879,Kilkenny Tract PUD,2.0 mgd,Bryan,2.0,1.8 mgd,1.8,0,Completed,TBD
1878,The Riverfront at West Point,0.13 mgd,Troup,0.13,0.12 mgd,0.12,0,Completed,TBD
1877,Hazelbrand Road Industrial Park,0.025 to 0.075 mgpd at full build-out,Newton,0.025 to 0.075,0.025 to 0.075 mgpd at full build-out,0.025 to 0.075,0,Completed,TBD
1876,Kinderlout Forest Development Section Two,No water data,Lowndes,No water data,No water data,No water data,0,Terminated,TBD
1875,Fairburn Storage Facility,0.00025 mgd,Fulton,0.00025,0.000625 mgd,0.000625,0,Completed,TBD
1874,Talisa Village,"1,730,050 mgd",Troup,"1,730,050","1,359,325 mgd","1,359,325",0,Completed,TBD
1871,Rockingham Business and Industrial Park,0.105 mgd,Chatham,0.105,0.105 mgd,0.105,0,Completed,TBD
1868,Tradeport East Northern Tract,0.13,Liberty,0.13,0.11,0.11,0,Completed,TBD
1866,Kilough/400 Business Park,"104,489 gpd",Dawson,"104,489 gpd","75,394 gpd","75,394 gpd",0,Completed,TBD
1864,Exley Tract North and South,.46,Effingham,.46,.41,.41,0,Completed,TBD
1861,Epps Bridge Centre,0.0394 mgd,Oconee,0.0394,0.0394 mgd,0.0394,0,Completed,TBD
1860,Mobile Concrete,.05 gals per day,Brantley,.05 gals per day,200 gals per day,200 gals per day,0,Terminated,TBD
1854,Hammond Center,0.17,Fulton,0.17,0.15,0.15,0,Completed,TBD
1850,Flat Shoals/Clifton Springs Tract,0.212 mgd,DeKalb,0.212,0.185 mgd,0.185,0,Completed,TBD
1849,Lakes Parkway Mixed Use Development,0.18 mgd,Gwinnett,0.18,0.16 mgd,0.16,0,Completed,TBD
1847,Coweta South Industrial Park,No water data,Coweta,No water data,No water data,No water data,0,Terminated,TBD
1846,Coweta South Industrial Park,"45,600 gpd",Coweta,"45,600 gpd","45,600 gpd","45,600 gpd",0,Completed,TBD
1845,Pinderpoint Warehouses,0.03 mgd,Chatham,0.03,0.03,0.03,0,Completed,TBD
1842,Elliott Industrial park,.01 mgd,Dawson,.01,.005 mgd,.005,0,Completed,TBD
1841,Foxhall Village,1.775 mgd,Fulton,1.775,1.544 mgd,1.544,0,Completed,TBD
1840,New Savannah Tract A,No water data,Effingham,No water data,No water data,No water data,0,Withdrawn,TBD
1839,Foxhall Resort & Sporting Club,1.08 mgd,Douglas,1.08,.94 mgd,.94,0,Completed,TBD
1837,Henderson Farms,.46,Henry,.46,.37,.37,0,Completed,TBD
1836,Buford Jubilee,352 mgd,Gwinnett,352,352 mgd,352,0,Completed,TBD
1834,Jimmy DeLoach Warehouse Distribution,0.009 mgd,Chatham,0.009,0.009 mgd,0.009,0,Completed,TBD
1828,Kumho USA,0.46 mgd,Bibb,0.46,0.04 mgd,0.04,0,Completed,TBD
1826,EFACEC Facility,No water data,Effingham,No water data,No water data,No water data,0,Terminated,TBD
1825,Student Residences,100800,Lumpkin,100800,100800,100800,0,Completed,TBD
1824,Student Residences,No water data,Lumpkin,No water data,No water data,No water data,0,Withdrawn,TBD
1823,Student Residences,No water data,Lumpkin,No water data,No water data,No water data,0,Withdrawn,TBD
1821,George M. Adams Co. Multi-Family Development,No water data,Muscogee,No water data,No water data,No water data,0,Initial Form Submitted,TBD
1820,George M. Adams Co. Multi-Family Development,0.18 mgd,Muscogee,0.18,0.18 mgd,0.18,0,Completed,TBD
1818,Laurel Creek,No water data,Fulton,No water data,No water data,No water data,0,Withdrawn,TBD
1817,Laurel Creek,No water data,Fulton,No water data,No water data,No water data,0,Withdrawn,TBD
1815,Houston American Cement Expansion Project,No water data,Houston,No water data,No water data,No water data,0,Completed,TBD
1814,Seven Hills Town Center,0.062 mgd,Floyd,0.062,0.062 mgd,0.062,0,Completed,TBD
1812,Mount Pilot,No water data,Cherokee,No water data,No water data,No water data,0,Withdrawn,TBD
1811,Mount Pilot,0.31 mgd,Cherokee,0.31,0.27 mgd,0.27,0,Completed,TBD
1809,Dover Hall Planned Development,4.0 mgd,Glynn,4.0,3.4 mgd,3.4,0,Completed,TBD
1808,Union Hill Township,0.243 mgd,Forsyth,0.243,0.243 mgd,0.243,0,Completed,TBD
1806,Old Atlanta Construction Waste Facility,No water data,Forsyth,No water data,No water data,No water data,0,Withdrawn,TBD
1805,Old Atlanta Construction Waste Facility,minimal donestic use only,Forsyth,minimal donestic use only,No water data,No water data,0,Completed,TBD
1804,Harbor Club,No water data,Greene,No water data,No water data,No water data,0,Withdrawn,TBD
1802,Harbor Club,No water data,Greene,No water data,No water data,No water data,0,Withdrawn,TBD
1801,Harbor Club,No water data,Greene,No water data,No water data,No water data,0,Withdrawn,TBD
1798,Browns Bridge Community Church Parking,0,Forsyth,0,0,0,0,Terminated,TBD
1797,Symphony at Cole Reservoir,No water data,Henry,No water data,No water data,No water data,0,Withdrawn,TBD
1795,Brant Creek,.053 mgpd,Camden,.053,.053 mgpd,.053,0,Completed,TBD
1794,Haven Park,.12 mgpd,Camden,.12,.12 mgpd,.12,0,Completed,TBD
1793,Asphalt Plant,No water data,Chatham,No water data,No water data,No water data,0,Terminated,TBD
1792,Asphalt Plant,No water data,Chatham,No water data,No water data,No water data,0,Terminated,TBD
1791,Asphalt Plant,0.0001,Chatham,0.0001,0.0001,0.0001,0,Completed,TBD
1789,Colonial Pipeline Company,No water data,Cobb,No water data,No water data,No water data,0,Completed,TBD
1788,Grandview,0.11,Effingham,0.11,0.11,0.11,0,Completed,TBD
1786,Hines Road Development,.224mgd,Troup,.224mgd,.206mgd,.206mgd,0,Withdrawn,TBD
1785,Hines Raod Development,No water data,Troup,No water data,No water data,No water data,0,Withdrawn,TBD
1784,Hines Raod Development,No water data,Troup,No water data,No water data,No water data,0,Terminated,TBD
1781,Retreat Living Community,0.19 mgd,Liberty,0.19,0.17 mgd,0.17,0,Completed,TBD
1780,Asbury Park DRI,0.614,Fulton,0.614,0.512,0.512,0,Completed,TBD
1779,SANY America - Peachtree City manufacturing facility (Phase 1),0.2 mgd,Fayette,0.2,0.18 mgd,0.18,0,Completed,TBD
1778,Hapeville Ford Plant Redevelopment,1.21 mgd,Fulton,1.21,1.007 mgd,1.007,1,Completed,TBD
1776,Majestic King Mill Commerce Center,No water data,Henry,No water data,No water data,No water data,0,Withdrawn,TBD
1772,Vulcan Junction City Quarry,.15 mgd,Talbot,.15,a very minimal amount of sewage will be generated by on-site employees and visitors to the site.,a very minimal amount of sewage will be generated by on-site employees and visitors to the site.,0,Completed,TBD
1770,Oldcastle Materials,No water data,Warren,No water data,No water data,No water data,0,Terminated,TBD
1769,Oldcastle Materials,"less 100,000 gallons per day",Warren,"less 100,000 gallons per day",No water data,No water data,0,Completed,TBD
1767,Talking Rock Plantation,.968 mgd,Pickens,.968,"928,000 gpd/.968 mgd","928,000 gpd/.968",0,Completed,TBD
1766,Sunsweet Hills Subdivision,0.1308 mgd,Tift,0.1308,0.0654 mgd,0.0654,0,Completed,TBD
1764,CMT Travel Plaza,0.019mgd,DeKalb,0.019mgd,0.019mgd,0.019mgd,0,Completed,TBD
1762,Martin Road Development,No water data,Hall,No water data,No water data,No water data,0,Withdrawn,TBD
1761,Martin Road Development,No water data,Hall,No water data,No water data,No water data,0,Withdrawn,TBD
1760,Martin Road Development,No water data,Hall,No water data,No water data,No water data,0,Withdrawn,TBD
1759,Martin Road Development,.12 mgd,Hall,.12,.12 mgd,.12,0,Terminated,TBD
1757,City of Guyton Municipal Wastewater Treatment Plant,0.02 mgd,Effingham,0.02,0.50 mgd (the project will be initially designed to treat 0.50 mgd per day),0.50,0,Completed,TBD
1754,Brantley County Airport,No water data,Brantley,No water data,No water data,No water data,0,Terminated,TBD
1747,SUNHARRA,0.25 mgd,Pickens,0.25,0.25 mgd,0.25,0,Completed,TBD
1745,Villages @ Harris Creek,No water data,Harris,No water data,No water data,No water data,0,DRI Determination Made,TBD
1744,Whispering Waters,0.0466,Lumpkin,0.0466,0.0373,0.0373,0,Withdrawn,TBD
1743,"QCrete, LLC",0.005 mgd,Liberty,0.005,not applicable,not applicable,0,Completed,TBD
1742,Northside,0.076,Fulton,0.076,0.064,0.064,0,Completed,TBD
1740,Flying J. Inc.,No water data,DeKalb,No water data,No water data,No water data,0,Withdrawn,TBD
1739,Flying J. Inc.,No water data,DeKalb,No water data,No water data,No water data,0,Withdrawn,TBD
1738,Dawson Marketplace,No water data,Dawson,No water data,No water data,No water data,0,Withdrawn,TBD
1737,Villages @ Harris Creek,No water data,Harris,No water data,No water data,No water data,0,Initial Form Submitted,TBD
1736,Fischer Crossing,"145,315 gpd",Coweta,"145,315 gpd","145,010 gpd","145,010 gpd",0,Completed,TBD
1735,Heritage Baptist/Bailey Staton Decentralized Wastewater Treatment System,No water data,Coweta,No water data,No water data,No water data,0,Withdrawn,TBD
1734,Heritage Baptist/Bailey Staton Decentralized Wastewater Treatment System,"30,000 gpd for bailey station;",Coweta,"30,000 gpd for bailey station;","bailey station: 30,000 gpd   heritage baptist: up to 20,000 gpd future reserve","bailey station: 30,000 gpd   heritage baptist: up to 20,000 gpd future reserve",0,Completed,TBD
1732,Presbyterian Village,No water data,Oconee,No water data,No water data,No water data,0,Withdrawn,TBD
1731,Presbyterian Village,No water data,Oconee,No water data,No water data,No water data,0,Withdrawn,TBD
1730,Presbyterian Village,0.087,Oconee,0.087,0.06,0.06,0,Completed,TBD
1726,Gwinnett Minor League Stadium (Georgia Technology Center),No water data,Gwinnett,No water data,No water data,No water data,0,Withdrawn,TBD
1725,Gwinnett Minor League Stadium (Georgia Technology Center),.0573 mgd,Gwinnett,.0573,.0573 mgd,.0573,0,Completed,TBD
1722,Interstate Centre South,No water data,Bryan,No water data,No water data,No water data,0,Terminated,TBD
1721,Interstate Centre South,No water data,Bryan,No water data,No water data,No water data,0,Terminated,TBD
1720,Interstate Centre South,0.12 mgd,Bryan,0.12,0.12 mgd,0.12,0,Completed,TBD
1718,Buford Highway,No water data,DeKalb,No water data,No water data,No water data,0,Withdrawn,TBD
1717,Buford Highway,0.26 mgd,DeKalb,0.26,0.31 mgd,0.31,0,Completed,TBD
1716,3760 Brownsmill Road,No water data,Fulton,No water data,No water data,No water data,0,Withdrawn,TBD
1713,Harrison Terrace,.24 mgd,Forsyth,.24,.21 mgd,.21,0,Completed,TBD
1712,Project Samson,No water data,Lowndes,No water data,No water data,No water data,0,Terminated,TBD
1710,Alternative Fuel Plant,No water data,Turner,No water data,No water data,No water data,0,Terminated,TBD
1709,Alternative Fuel Plant,No water data,Turner,No water data,No water data,No water data,0,Terminated,TBD
1707,"CROSSROADS COMMUNITY CHURCH, PHASE 2 COMPLETION",.013 mgd,Gwinnett,.013,.013 mgd,.013,0,Completed,TBD
1706,Patillo Industrial Park,No water data,Morgan,No water data,No water data,No water data,0,Withdrawn,TBD
1705,Patillo Industrial Park,No water data,Morgan,No water data,No water data,No water data,0,Withdrawn,TBD
1704,Patillo Industrial Park,"approximately 150,000 gpd per the estimate from the developer",Morgan,"approximately 150,000 gpd per the estimate from the developer","approximately 150,000 gpd per the estimate from the developer","approximately 150,000 gpd per the estimate from the developer",0,Completed,TBD
1703,The Springs at Effingham,No water data,Effingham,No water data,No water data,No water data,0,Terminated,TBD
1701,MRM Concrete,0.0142 mgd,Pike,0.0142,0.001 mgd,0.001,0,Completed,TBD
1700,Mableton Parkway Site Stabilization,none,Cobb,none,none,none,0,Withdrawn,TBD
1699,Mableton Parkway Site Stabilization,not applicable,Cobb,not applicable,not applicable,not applicable,0,Withdrawn,TBD
1698,Gateway Glynn,12.5 mgd,Glynn,12.5,12.5 mgd,12.5,0,Completed,TBD
1696,Whiddon Mill Subdivision NOTE: This DRI application was submitted 10/31/2007 # 1638 wa Form 1 did not have email ad,to be specified in utility agreement,Tift,to be specified in utility agreement,tobe specified in utilities agreement,tobe specified in utilities agreement,0,Completed,TBD
1694,Sylvester Airport,No water data,Worth,No water data,No water data,No water data,0,Withdrawn,TBD
1693,Thompson Mills Village of Village at Deaton Creek,0.6 mgd,Hall,0.6,0.5 mgd,0.5,0,Completed,TBD
1692,Bowman Hills,not provided by applicant,Bibb,not provided by applicant,not provided by applicant,not provided by applicant,0,Completed,TBD
1690,Lullwater Village,.15,Bibb,.15,.12,.12,0,Completed,TBD
1688,Heat Craft Refrigeration Products Expansion,No water data,Tift,No water data,No water data,No water data,0,Terminated,TBD
1687,Handlebar Project,No water data,Tift,No water data,No water data,No water data,0,Terminated,TBD
1685,Gilmer Airport Industrial Park,No water data,Gilmer,No water data,No water data,No water data,0,Terminated,TBD
1683,Perimeter Park South,0.17,DeKalb,0.17,0.14,0.14,0,Completed,TBD
1682,Pleasant Hill Village,0.407 mgd,Gwinnett,0.407,0.407 mgd,0.407,0,Completed,TBD
1681,Commonwealth - Braselton 124,.000875 mgd,Jackson,.000875,.000875 mgd,.000875,0,Completed,TBD
1679,Future Home of the West Georgia Wolves,No water data,Carroll,No water data,No water data,No water data,0,Terminated,TBD
1678,Avery Environmental and Recycling,"minimal, less than 1 mgd per day",Carroll,"minimal, less than 1","minimal, less than 1 mgd","minimal, less than 1",0,Completed,TBD
1676,Mecaslin Street Site,0.12 mgd,Fulton,0.12,0.144 mgd,0.144,0,Completed,TBD
1674,KILOUGH/400 BUSINESS PARK,No water data,Dawson,No water data,No water data,No water data,0,Withdrawn,TBD
1672,Exley Tract North & South,.18,Effingham,.18,.18,.18,0,Completed,TBD
1671,"HIGHWAY 53 PARTNERS, LLC",No water data,Dawson,No water data,No water data,No water data,0,Withdrawn,TBD
1670,River Village,0.13 mgd,DeKalb,0.13,0.11,0.11,0,Completed,TBD
1666,City View at Englewood,0.164 mgd,Fulton,0.164,0.66 mgd (peak),0.66,0,Completed,TBD
1665,Douglas Crossing,No water data,Douglas,No water data,No water data,No water data,0,Withdrawn,TBD
1663,Lowe's at Carrollton,project owner to provide,Carroll,project owner to provide,project owner to provide,project owner to provide,0,Terminated,TBD
1662,Stagecoach Park,"50,400 gallons per day",Greene,"50,400 gallons per day","less than 90,000 gallons per day","less than 90,000 gallons per day",0,Completed,TBD
1658,Centennial Vista,".102 mgd, 0.305 mgd (peak of 3.0)",Fulton,.102,0.305 mgd (peak),0.305,0,Completed,TBD
1656,"Phillip Michael Smith, II and Taunya G. Smith",No water data,Pike,No water data,No water data,No water data,0,Completed,TBD
1655,Piedmont Newnan Hospital,1.04 mgd,Coweta,1.04,1.04 mgd,1.04,0,Completed,TBD
1652,Buckhead Place,1.06 mgd,Fulton,1.06,0.88 mgd,0.88,0,Completed,TBD
1650,Sapphire Properties Hwy 441 Mixed Use,0.098,Jackson,0.098,0.089,0.089,0,Completed,TBD
1647,Martin Road Development,No water data,Hall,No water data,No water data,No water data,0,Terminated,TBD
1645,Arlington Ridge apartment complex,.114 mgd,Muscogee,.114,.171 mgd,.171,0,Completed,TBD
1643,Kerala Gardens,.03 mgd,Barrow,.03,.03 mgd,.03,0,Completed,TBD
1640,Proposed project on Cold Branch Rd,"72,800 gpd",Putnam,"72,800 gpd","72,000 gpd","72,000 gpd",0,Completed,TBD
1639,"Prologis Park I-85, Phase II",0.2235 mgd,Jackson,0.2235,0.02235 mgd,0.02235,0,Completed,TBD
1638,Whiddon Mill Subdivision,No water data,Tift,No water data,No water data,No water data,0,Terminated,TBD
1634,The Fountains,No water data,Greene,No water data,No water data,No water data,0,Withdrawn,TBD
1633,Sunrise Golf Village,0.0545,Madison,0.0545,0.0463,0.0463,0,Completed,TBD
1632,Hagen Creek,1.35 mgd,Hall,1.35,.85 mgd,.85,0,Completed,TBD
1630,Talking Rock Plantation,1.490 mgd,Pickens,1.490,1.490 mgd,1.490,0,Completed,TBD
1629,The Oaks at Lake Lewis,No water data,Pike,No water data,No water data,No water data,0,Terminated,TBD
1628,The Lakes of Dawson,"113,000 mgd",Dawson,"113,000","113,000 mgd","113,000",0,Completed,TBD
1627,Village @ Redwine,.241920mgd,Fulton,.241920mgd,.241920mgd,.241920mgd,0,Completed,TBD
1626,Wal-Mart.com Expansion,"16,000 gpd",Carroll,"16,000 gpd","16,000 gpd","16,000 gpd",0,Completed,TBD
1625,V at Vinings,0.267,Cobb,0.267,0.232 mgd,0.232,0,Completed,TBD
1623,Hwy. 81 Development,.10 mgd,Barrow,.10,.075 mgd,.075,0,Completed,TBD
1620,Dalton Utilities Sewer Treatment Plant,No water data,Whitfield,No water data,No water data,No water data,0,Terminated,TBD
1619,Blue Ridge Golf & River Club,No water data,Fannin,No water data,No water data,No water data,0,Terminated,TBD
1618,Anvil Block Road Project,0.03,Clayton,0.03,0.03,0.03,0,Completed,TBD
1615,Fischer Crossings,No water data,Coweta,No water data,No water data,No water data,0,Withdrawn,TBD
1613,Arkwright Crossing on Ocmulgee (subject to change),0.22,Bibb,0.22,0.176,0.176,0,Withdrawn,TBD
1612,Hampton Island Preserve,No water data,Liberty,No water data,No water data,No water data,0,Withdrawn,TBD
1611,Highway 124 Mixed Use Project,.150 mgd,Jackson,.150,.130 mgd,.130,0,Withdrawn,TBD
1610,Locust Grove Retail,0.253,Henry,0.253,0.220,0.220,0,Completed,TBD
1609,Magnolia Village,0.24 mgd,Dawson,0.24,0.24 mgd,0.24,0,Completed,TBD
1608,River Trail Planned Development,3.65 mgd,Camden,3.65,3.65 mgd,3.65,0,Completed,TBD
1606,City of Hahira Transfer Station,~0,Lowndes,~0,~0,~0,0,Terminated,TBD
1604,The Reserve at Wilson Creek,No water data,Gilmer,No water data,No water data,No water data,0,Terminated,TBD
1602,Grand Property Mixed Use Village,No water data,Fulton,No water data,No water data,No water data,0,Withdrawn,TBD
1601,Majestic King Mill Commerce Center,No water data,Henry,No water data,No water data,No water data,0,Withdrawn,TBD
1599,Forsyth Station Apartment Community,.10,Monroe,.10,.08,.08,0,Completed,TBD
1597,County Farm Road Tract,"48,708 gpd",Pike,"48,708 gpd","57,400 gpd","57,400 gpd",0,Completed,TBD
1596,"CenterPoint Properties - Industrial Park -Savannah (1,850,000 SF)",0.02,Chatham,0.02,0.02,0.02,0,Completed,TBD
1595,Cartium Grande,No water data,Gwinnett,No water data,No water data,No water data,0,Withdrawn,TBD
1594,The Avenue Ridgewalk,0.01 mgd,Cherokee,0.01,0.01 mgd,0.01,0,Completed,TBD
1593,Grant Street Mixed Use Development,0.08 mgd,Fulton,0.08,0.097 mgd,0.097,0,Completed,TBD
1592,Morningside Redevelopment,.40 mgd,Fulton,.40,.37 mgd,.37,0,Completed,TBD
1590,Lindberg Mixed Use,.46 mgd,Fulton,.46,.43 mgd,.43,0,Completed,TBD
1589,Sapphire Properties,0.03315,Jackson,0.03315,0.03315,0.03315,0,Withdrawn,TBD
1588,Beaver Dam Farms,No water data,Oglethorpe,No water data,No water data,No water data,0,Withdrawn,TBD
1586,North Georgia Waste Treatment Facility,No water data,Habersham,No water data,No water data,No water data,0,Withdrawn,TBD
1584,Villages of Kingsland,16 mgd,Camden,16,12 mgd,12,0,Completed,TBD
1583,Executive Park,.545 mgd,DeKalb,.545,.474 mgd,.474,0,Completed,TBD
1582,236 Perimeter Mixed Use Development,0.158,DeKalb,0.158,0.126,0.126,0,Completed,TBD
